#FILE:                       ,Char_N2_reground_2_11_10.dsu    ,,,,,
#FORMAT:                     ,NETZSCH5                        ,,,,,
#IDENTITY:                   ,Char N2 reground_2_11_10        ,,,,,
#DECIMAL:                    ,POINT                           ,,,,,
#SEPARATOR:                  ,COMMA                           ,,,,,
#MTYPE:                      ,DTA                             ,,,,,
#MSUBTYPE:                   ,                                ,,,,,
#INSTRUMENT:                 ,NETZSCH STA 449 C               ,,,,,
#PROJECT:                    ,Torrefaction                    ,,,,,
#DATE/TIME:                  ,2/11/2010 9:33,,,,,
#CORR. FILE:                 ,buoyancy_drying_13_10_10.bsu    ,,,,,
#LABORATORY:                 ,Sustainable Research Energ      ,,,,,
#OPERATOR:                   ,A Saddawi                       ,,,,,
#REMARK:                     ,                                ,,,,,
#SAMPLE:                     ,nonisoth oxid with init drying  ,,,,,
#SAMPLE MASS /mg:            ,10.42,,,,,
#MATERIAL:                   ,char                            ,,,,,
#REFERENCE:                  ,Alumina                         ,,,,,
#REFERENCE MASS /mg:         ,0,,,,,
#TYPE OF CRUCIBLE:           ,DTA/TG crucible Al2O3           ,,,,,
#SAMPLE CRUCIBLE MASS /mg:   ,0,,,,,
#REFERENCE CRUCIBLE MASS /mg:,0,,,,,
#CORR. CODE:                 ,20,,,,,
#EXO:                        ,-1,,,,,
#RANGE:                      ,30.0....900.0/-20.0....10.0K/min,,,,,
#SEGMENT:                    ,S1-5/5                          ,,,,,
,,,,,,
##Temp./øC,Time/min,DTA/(mW/mg),Mass/%,DTG/(%/min),Sensit./(æV/mW),Segment
470.082,64.05,-15.92449,86.94338,-1.31534,0.29769,4
470.19101,64.06,-15.93009,86.92994,-1.32874,0.2977,4
470.285,64.07,-15.93622,86.91651,-1.34304,0.29772,4
470.383,64.08,-15.94473,86.90403,-1.356,0.29773,4
470.487,64.09,-15.95441,86.88964,-1.36475,0.29775,4
470.59201,64.1,-15.96005,86.87524,-1.36652,0.29776,4
470.68701,64.11,-15.9702,86.8618,-1.36071,0.29777,4
470.793,64.12,-15.97664,86.84837,-1.34944,0.29779,4
470.88699,64.13,-15.98358,86.83493,-1.33607,0.2978,4
470.98599,64.14,-15.9933,86.8215,-1.32322,0.29782,4
471.08499,64.15,-16.00141,86.80806,-1.3139,0.29783,4
471.186,64.16,-16.01152,86.79559,-1.31102,0.29785,4
471.28201,64.17,-16.0124,86.78311,-1.31407,0.29786,4
471.388,64.18,-16.02287,86.76967,-1.32054,0.29787,4
471.48401,64.19,-16.03061,86.75528,-1.32912,0.29789,4
471.58301,64.2,-16.03832,86.7428,-1.33948,0.2979,4
471.67801,64.21,-16.04807,86.73033,-1.35065,0.29791,4
471.789,64.22,-16.05327,86.71593,-1.36007,0.29793,4
471.89001,64.23,-16.06299,86.70154,-1.36417,0.29794,4
471.987,64.24,-16.0691,86.6881,-1.36153,0.29796,4
472.08499,64.25,-16.07803,86.67466,-1.35546,0.29797,4
472.18399,64.26,-16.08736,86.66123,-1.35091,0.29798,4
472.27499,64.27,-16.09433,86.64779,-1.35193,0.298,4
472.379,64.28,-16.10201,86.63436,-1.36158,0.29801,4
472.48099,64.29,-16.11011,86.62092,-1.38187,0.29803,4
472.58099,64.3,-16.12104,86.60749,-1.41164,0.29804,4
472.681,64.31,-16.12633,86.59309,-1.44359,0.29805,4
472.77899,64.32,-16.13406,86.57965,-1.46591,0.29807,4
472.88101,64.33,-16.14458,86.56142,-1.47168,0.29808,4
472.974,64.34,-16.15194,86.54703,-1.46847,0.29809,4
473.07501,64.35,-16.15844,86.53263,-1.46721,0.29811,4
473.17099,64.36,-16.1682,86.52303,-1.47224,0.29812,4
473.27701,64.37,-16.17506,86.50288,-1.47873,0.29813,4
473.371,64.38,-16.18323,86.48848,-1.47606,0.29815,4
473.47501,64.39,-16.19333,86.47409,-1.4608,0.29816,4
473.57001,64.4,-16.20149,86.45969,-1.43825,0.29817,4
473.66699,64.41,-16.20722,86.44626,-1.41534,0.29819,4
473.77499,64.42,-16.2181,86.4309,-1.39707,0.2982,4
473.871,64.43,-16.22545,86.41651,-1.38897,0.29821,4
473.96799,64.44,-16.23319,86.40595,-1.39453,0.29823,4
474.073,64.45,-16.23887,86.3906,-1.4117,0.29824,4
474.16501,64.46,-16.24866,86.3762,-1.43404,0.29825,4
474.27301,64.47,-16.25472,86.3618,-1.45202,0.29827,4
474.366,64.48,-16.2633,86.34645,-1.46228,0.29828,4
474.466,64.49,-16.27143,86.33205,-1.46905,0.29829,4
474.56299,64.5,-16.28119,86.31766,-1.47563,0.29831,4
474.66699,64.51,-16.28608,86.30326,-1.48552,0.29832,4
474.76001,64.52,-16.29748,86.28695,-1.49791,0.29833,4
474.86301,64.53,-16.30519,86.27447,-1.50544,0.29834,4
474.961,64.54,-16.31575,86.2572,-1.50187,0.29836,4
475.06201,64.55,-16.32307,86.24088,-1.48759,0.29837,4
475.15799,64.56,-16.33324,86.22745,-1.47,0.29838,4
475.255,64.57,-16.33979,86.21305,-1.45915,0.2984,4
475.35699,64.58,-16.34912,86.19962,-1.4615,0.29841,4
475.457,64.59,-16.35645,86.18426,-1.47199,0.29842,4
475.55301,64.6,-16.36462,86.16987,-1.48022,0.29843,4
475.64801,64.61,-16.37561,86.15355,-1.48039,0.29845,4
475.755,64.62,-16.3833,86.13916,-1.47319,0.29846,4
475.853,64.63,-16.38985,86.12476,-1.46495,0.29847,4
475.95999,64.64,-16.39874,86.11036,-1.46217,0.29849,4
476.06,64.65,-16.40648,86.09597,-1.4667,0.2985,4
476.164,64.66,-16.41701,86.08157,-1.474,0.29851,4
476.254,64.67,-16.42442,86.06622,-1.47803,0.29852,4
476.35999,64.68,-16.43333,86.05086,-1.4751,0.29854,4
476.452,64.69,-16.44073,86.03647,-1.46405,0.29855,4
476.548,64.7,-16.45212,86.02207,-1.44754,0.29856,4
476.66199,64.71,-16.46097,86.00672,-1.43149,0.29857,4
476.75699,64.72,-16.46755,85.99328,-1.42157,0.29859,4
476.86499,64.73,-16.47645,85.97985,-1.42139,0.2986,4
476.95801,64.74,-16.48585,85.96545,-1.4319,0.29861,4
477.05399,64.75,-16.49363,85.95106,-1.44977,0.29862,4
477.14899,64.76,-16.50061,85.93666,-1.47023,0.29864,4
477.25101,64.77,-16.51036,85.92131,-1.49024,0.29865,4
477.34799,64.78,-16.51894,85.90691,-1.50691,0.29866,4
477.45099,64.79,-16.52627,85.89155,-1.51817,0.29867,4
477.55099,64.8,-16.53644,85.87524,-1.52359,0.29868,4
477.64899,64.81,-16.54501,85.86084,-1.5235,0.2987,4
477.754,64.82,-16.55273,85.84549,-1.51812,0.29871,4
477.85599,64.83,-16.56007,85.83013,-1.5078,0.29872,4
477.94501,64.84,-16.56831,85.81478,-1.49396,0.29873,4
478.052,64.85,-16.57602,85.79942,-1.48056,0.29875,4
478.14801,64.86,-16.58662,85.78599,-1.47268,0.29876,4
478.24899,64.87,-16.59558,85.77159,-1.47239,0.29877,4
478.354,64.88,-16.60451,85.75624,-1.47997,0.29878,4
478.45001,64.89,-16.6115,85.74088,-1.49466,0.29879,4
478.56201,64.9,-16.62159,85.72745,-1.51376,0.29881,4
478.65302,64.91,-16.62942,85.71209,-1.53271,0.29882,4
478.74701,64.92,-16.63763,85.69578,-1.54549,0.29883,4
478.85199,64.93,-16.64576,85.67946,-1.54911,0.29884,4
478.94501,64.94,-16.65478,85.66411,-1.54644,0.29885,4
479.05701,64.95,-16.66167,85.64971,-1.5426,0.29887,4
479.14301,64.96,-16.67074,85.63436,-1.539,0.29888,4
479.23901,64.97,-16.67894,85.61804,-1.53221,0.29889,4
479.34601,64.98,-16.68907,85.60269,-1.51922,0.2989,4
479.44101,64.99,-16.69808,85.58733,-1.50178,0.29891,4
479.54001,65,-16.70626,85.57294,-1.48568,0.29892,4
479.642,65.01,-16.71403,85.55854,-1.47774,0.29893,4
479.74301,65.02,-16.7222,85.54319,-1.48232,0.29895,4
479.84601,65.03,-16.73116,85.52975,-1.49985,0.29896,4
479.944,65.04,-16.74296,85.5144,-1.52577,0.29897,4
480.039,65.05,-16.74797,85.49904,-1.55221,0.29898,4
480.14401,65.06,-16.75612,85.48273,-1.5719,0.29899,4
480.23599,65.07,-16.76636,85.46641,-1.58121,0.299,4
480.34299,65.08,-16.77409,85.45106,-1.58271,0.29902,4
480.44101,65.09,-16.78189,85.43474,-1.58245,0.29903,4
480.539,65.1,-16.7945,85.41939,-1.58549,0.29904,4
480.634,65.11,-16.80312,85.40403,-1.59256,0.29905,4
480.73901,65.12,-16.81047,85.38772,-1.59991,0.29906,4
480.836,65.13,-16.82069,85.3714,-1.60214,0.29907,4
480.94501,65.14,-16.82882,85.35509,-1.59592,0.29908,4
481.039,65.15,-16.83625,85.33877,-1.58354,0.29909,4
481.138,65.16,-16.84444,85.32342,-1.57183,0.29911,4
481.241,65.17,-16.85302,85.30806,-1.56772,0.29912,4
481.341,65.18,-16.86201,85.29271,-1.57464,0.29913,4
481.44101,65.19,-16.87302,85.27735,-1.59023,0.29914,4
481.53799,65.2,-16.88284,85.26104,-1.60728,0.29915,4
481.633,65.21,-16.89026,85.24472,-1.6192,0.29916,4
481.73801,65.22,-16.89843,85.22745,-1.62361,0.29917,4
481.832,65.23,-16.90706,85.21209,-1.62422,0.29918,4
481.94,65.24,-16.91401,85.19578,-1.62794,0.29919,4
482.039,65.25,-16.92382,85.17946,-1.643,0.29921,4
482.134,65.26,-16.93366,85.16315,-1.67429,0.29922,4
482.23401,65.27,-16.94427,85.14779,-1.71333,0.29923,4
482.323,65.28,-16.95254,85.13148,-1.74288,0.29924,4
482.43701,65.29,-16.96066,85.10844,-1.74819,0.29925,4
482.53601,65.3,-16.97007,85.09213,-1.72622,0.29926,4
482.629,65.31,-16.98033,85.07582,-1.68791,0.29927,4
482.729,65.32,-16.98853,85.0595,-1.65071,0.29928,4
482.841,65.33,-16.99908,85.04319,-1.62689,0.29929,4
482.935,65.34,-17.00412,85.02687,-1.62002,0.2993,4
483.03299,65.35,-17.01675,85.01152,-1.63023,0.29931,4
483.12799,65.36,-17.02659,84.99616,-1.65229,0.29932,4
483.23901,65.37,-17.03434,84.97889,-1.67675,0.29933,4
483.33099,65.38,-17.0414,84.96065,-1.69487,0.29934,4
483.43399,65.39,-17.0496,84.94434,-1.70144,0.29936,4
483.535,65.4,-17.06061,84.92706,-1.69708,0.29937,4
483.63101,65.41,-17.06685,84.90979,-1.6879,0.29938,4
483.73099,65.42,-17.07467,84.89251,-1.6812,0.29939,4
483.83401,65.43,-17.08728,84.87716,-1.68054,0.2994,4
483.92099,65.44,-17.09478,84.86084,-1.6843,0.29941,4
484.021,65.45,-17.1062,84.84261,-1.68727,0.29942,4
484.117,65.46,-17.11405,84.82534,-1.68516,0.29943,4
484.21301,65.47,-17.1243,84.80902,-1.67776,0.29944,4
484.32401,65.48,-17.13286,84.79271,-1.66903,0.29945,4
484.423,65.49,-17.14189,84.77543,-1.6635,0.29946,4
484.51501,65.5,-17.15217,84.75912,-1.66341,0.29947,4
484.61301,65.51,-17.15921,84.7428,-1.66895,0.29948,4
484.72198,65.52,-17.16939,84.72649,-1.67785,0.29949,4
484.814,65.53,-17.17967,84.70921,-1.68525,0.2995,4
484.91901,65.54,-17.18667,84.69194,-1.68721,0.29951,4
485.01599,65.55,-17.19852,84.67466,-1.68458,0.29952,4
485.112,65.56,-17.20998,84.65835,-1.68182,0.29953,4
485.211,65.57,-17.21542,84.64203,-1.68365,0.29954,4
485.31201,65.58,-17.22485,84.62476,-1.69092,0.29955,4
485.418,65.59,-17.23385,84.60845,-1.69838,0.29956,4
485.51599,65.6,-17.24651,84.59117,-1.69807,0.29957,4
485.61301,65.61,-17.25477,84.57294,-1.68693,0.29958,4
485.715,65.62,-17.2646,84.55566,-1.67052,0.29959,4
485.815,65.63,-17.27204,84.54031,-1.65839,0.2996,4
485.918,65.64,-17.28306,84.52495,-1.65776,0.29961,4
486.01901,65.65,-17.2913,84.50768,-1.66875,0.29962,4
486.10901,65.66,-17.30286,84.4904,-1.68562,0.29963,4
486.20599,65.67,-17.31351,84.47409,-1.70216,0.29964,4
486.314,65.68,-17.31927,84.45681,-1.71476,0.29965,4
486.40701,65.69,-17.3308,84.43954,-1.72313,0.29966,4
486.51001,65.7,-17.33979,84.42131,-1.72907,0.29967,4
486.60999,65.71,-17.3485,84.40499,-1.73652,0.29967,4
486.71399,65.72,-17.35908,84.38772,-1.74886,0.29969,4
486.82101,65.73,-17.36729,84.37044,-1.76559,0.2997,4
486.91,65.74,-17.37921,84.35221,-1.78334,0.2997,4
487.017,65.75,-17.38822,84.33397,-1.79705,0.29971,4
487.112,65.76,-17.39611,84.3167,-1.80235,0.29972,4
487.211,65.77,-17.40397,84.2975,-1.79779,0.29973,4
487.30701,65.78,-17.41549,84.27927,-1.78549,0.29974,4
487.40399,65.79,-17.42695,84.262,-1.76947,0.29975,4
487.504,65.8,-17.43441,84.24472,-1.75573,0.29976,4
487.60199,65.81,-17.44267,84.22649,-1.75055,0.29977,4
487.70599,65.82,-17.45494,84.21017,-1.75542,0.29978,4
487.80399,65.83,-17.4644,84.1929,-1.7673,0.29979,4
487.90201,65.84,-17.47147,84.17466,-1.78036,0.2998,4
488.00201,65.85,-17.48133,84.15643,-1.7878,0.29981,4
488.10501,65.86,-17.4916,84.1382,-1.78803,0.29982,4
488.20499,65.87,-17.50307,84.11996,-1.78529,0.29982,4
488.306,65.88,-17.51254,84.10365,-1.78354,0.29983,4
488.409,65.89,-17.52281,84.08541,-1.78487,0.29984,4
488.5,65.9,-17.53148,84.06622,-1.78994,0.29985,4
488.60001,65.91,-17.53976,84.0499,-1.79733,0.29986,4
488.70001,65.92,-17.54843,84.03167,-1.80412,0.29987,4
488.79001,65.93,-17.55836,84.01344,-1.80805,0.29988,4
488.89801,65.94,-17.571,83.99424,-1.80711,0.29989,4
489.004,65.95,-17.57926,83.97697,-1.80218,0.2999,4
489.09399,65.96,-17.58837,83.95873,-1.79804,0.2999,4
489.20401,65.97,-17.59862,83.94146,-1.79784,0.29991,4
489.30099,65.98,-17.60731,83.92323,-1.80111,0.29992,4
489.40601,65.99,-17.61519,83.90499,-1.80613,0.29993,4
489.504,66,-17.62747,83.88676,-1.81072,0.29994,4
489.60901,66.01,-17.63696,83.86948,-1.81308,0.29995,4
489.70099,66.02,-17.64685,83.85029,-1.81376,0.29996,4
489.797,66.03,-17.65595,83.83205,-1.8147,0.29997,4
489.909,66.04,-17.66622,83.81478,-1.81758,0.29998,4
490.00299,66.05,-17.67491,83.79655,-1.82219,0.29998,4
490.10501,66.06,-17.6864,83.77831,-1.82609,0.29999,4
490.20901,66.07,-17.69629,83.75912,-1.82696,0.3,4
490.30499,66.08,-17.70619,83.74088,-1.82533,0.30001,4
490.40302,66.09,-17.71488,83.72361,-1.82291,0.30002,4
490.491,66.1,-17.72242,83.70537,-1.81949,0.30003,4
490.603,66.11,-17.73147,83.68618,-1.81446,0.30003,4
490.69901,66.12,-17.74058,83.66795,-1.80925,0.30004,4
490.79501,66.13,-17.7505,83.65067,-1.80657,0.30005,4
490.896,66.14,-17.76159,83.6334,-1.80907,0.30006,4
491.00201,66.15,-17.77068,83.6142,-1.81778,0.30007,4
491.099,66.16,-17.77818,83.59597,-1.8316,0.30008,4
491.20099,66.17,-17.78848,83.5787,-1.84964,0.30008,4
491.29901,66.18,-17.79679,83.5595,-1.87176,0.30009,4
491.392,66.19,-17.80514,83.54127,-1.89702,0.3001,4
491.49399,66.2,-17.82143,83.52111,-1.92641,0.30011,4
491.59799,66.21,-17.83052,83.50192,-1.96361,0.30012,4
491.69699,66.22,-17.83604,83.48369,-2.00539,0.30013,4
491.785,66.23,-17.84681,83.46449,-2.03941,0.30013,4
491.88901,66.24,-17.8535,83.43954,-2.05224,0.30014,4
491.98599,66.25,-17.86743,83.41939,-2.03848,0.30015,4
492.08301,66.26,-17.87616,83.39923,-2.006,0.30016,4
492.20001,66.27,-17.88719,83.38004,-1.97121,0.30017,4
492.293,66.28,-17.89515,83.36084,-1.94564,0.30017,4
492.39099,66.29,-17.90308,83.34165,-1.92908,0.30018,4
492.48801,66.3,-17.91501,83.32246,-1.91726,0.30019,4
492.58899,66.31,-17.92373,83.3023,-1.90815,0.3002,4
492.69199,66.32,-17.93284,83.28407,-1.90288,0.3002,4
492.793,66.33,-17.94316,83.26584,-1.90297,0.30021,4
492.888,66.34,-17.9551,83.24664,-1.90823,0.30022,4
492.98901,66.35,-17.96462,83.22649,-1.91703,0.30023,4
493.099,66.36,-17.97371,83.20825,-1.92666,0.30024,4
493.18399,66.37,-17.9861,83.18906,-1.9365,0.30024,4
493.28699,66.38,-17.99522,83.16891,-1.94778,0.30025,4
493.38101,66.39,-18.00278,83.14971,-1.9606,0.30026,4
493.479,66.4,-18.01192,83.13052,-1.97362,0.30027,4
493.58899,66.41,-18.02541,83.11036,-1.98504,0.30027,4
493.673,66.42,-18.03422,83.09021,-1.99236,0.30028,4
493.77802,66.43,-18.04693,83.07006,-1.99489,0.30029,4
493.88,66.44,-18.05725,83.0499,-1.99534,0.3003,4
493.97299,66.45,-18.06443,83.03071,-1.99731,0.3003,4
494.07901,66.46,-18.07394,83.01056,-2.00249,0.30031,4
494.17999,66.47,-18.08388,82.9904,-2.01026,0.30032,4
494.27301,66.48,-18.09425,82.97025,-2.01844,0.30032,4
494.36899,66.49,-18.10222,82.9501,-2.02379,0.30033,4
494.46701,66.5,-18.11536,82.92994,-2.02388,0.30034,4
494.56799,66.51,-18.12451,82.90883,-2.01852,0.30035,4
494.67599,66.52,-18.13402,82.88868,-2.01012,0.30035,4
494.776,66.53,-18.14397,82.86948,-2.00163,0.30036,4
494.87799,66.54,-18.15631,82.84933,-1.99459,0.30037,4
494.97601,66.55,-18.16467,82.82917,-1.98903,0.30038,4
495.07501,66.56,-18.17503,82.80902,-1.98388,0.30038,4
495.17099,66.57,-18.1882,82.78983,-1.98006,0.30039,4
495.271,66.58,-18.19815,82.76967,-1.9797,0.3004,4
495.37,66.59,-18.20692,82.75048,-1.98312,0.3004,4
495.47299,66.6,-18.21846,82.73033,-1.98955,0.30041,4
495.57101,66.61,-18.22843,82.71017,-1.99669,0.30042,4
495.66901,66.62,-18.238,82.69098,-2.00187,0.30042,4
495.77701,66.63,-18.25232,82.66987,-2.00449,0.30043,4
495.87,66.64,-18.25912,82.64971,-2.00705,0.30044,4
495.97601,66.65,-18.26986,82.63052,-2.01272,0.30044,4
496.06799,66.66,-18.28185,82.61037,-2.02287,0.30045,4
496.17099,66.67,-18.29181,82.59021,-2.03584,0.30046,4
496.276,66.68,-18.30215,82.5691,-2.04659,0.30047,4
496.36801,66.69,-18.31216,82.54895,-2.05098,0.30047,4
496.47299,66.7,-18.32091,82.52783,-2.04789,0.30048,4
496.561,66.71,-18.33213,82.50768,-2.04019,0.30048,4
496.67001,66.72,-18.34486,82.48656,-2.0341,0.30049,4
496.76901,66.73,-18.35285,82.46737,-2.03644,0.3005,4
496.88101,66.74,-18.36278,82.44722,-2.05066,0.30051,4
496.97101,66.75,-18.37519,82.42706,-2.07303,0.30051,4
497.064,66.76,-18.3836,82.40595,-2.09426,0.30052,4
497.172,66.77,-18.39634,82.38388,-2.105,0.30052,4
497.27399,66.78,-18.4147,82.36276,-2.10112,0.30053,4
497.367,66.79,-18.41753,82.34165,-2.08573,0.30054,4
497.46201,66.8,-18.42674,82.32054,-2.06835,0.30054,4
497.56,66.81,-18.43912,82.30038,-2.05841,0.30055,4
497.664,66.82,-18.4479,82.28119,-2.0592,0.30056,4
497.75699,66.83,-18.45991,82.26008,-2.06735,0.30056,4
497.86099,66.84,-18.47108,82.23896,-2.07489,0.30057,4
497.96301,66.85,-18.48027,82.21785,-2.07578,0.30057,4
498.06299,66.86,-18.49066,82.19674,-2.07085,0.30058,4
498.172,66.87,-18.50142,82.17658,-2.06573,0.30059,4
498.26001,66.88,-18.51506,82.15643,-2.06558,0.30059,4
498.362,66.89,-18.52465,82.13532,-2.07253,0.3006,4
498.45999,66.9,-18.53266,82.11516,-2.08452,0.30061,4
498.565,66.91,-18.54424,82.09405,-2.09623,0.30061,4
498.66599,66.92,-18.55543,82.07294,-2.10379,0.30062,4
498.763,66.93,-18.56784,82.05086,-2.10615,0.30062,4
498.85901,66.94,-18.57666,82.03071,-2.10487,0.30063,4
498.97198,66.95,-18.58702,82.0096,-2.10281,0.30064,4
499.065,66.96,-18.59945,81.98848,-2.10192,0.30064,4
499.16101,66.97,-18.60708,81.96737,-2.1036,0.30065,4
499.26001,66.98,-18.62108,81.94626,-2.10816,0.30065,4
499.36301,66.99,-18.63069,81.9261,-2.11576,0.30066,4
499.47,67,-18.64187,81.90403,-2.12602,0.30067,4
499.564,67.01,-18.6535,81.88292,-2.13755,0.30067,4
499.66599,67.02,-18.66192,81.8618,-2.14955,0.30068,4
499.754,67.03,-18.66878,81.83973,-2.16171,0.30068,4
499.85999,67.04,-18.68317,81.81862,-2.17375,0.30069,4
499.957,67.05,-18.6936,81.79655,-2.18403,0.30069,4
500.05899,67.06,-18.70362,81.77447,-2.19149,0.3007,4
500.15799,67.07,-18.71364,81.7524,-2.19714,0.3007,4
500.254,67.08,-18.72528,81.73033,-2.20207,0.30071,4
500.36401,67.09,-18.73726,81.70921,-2.2069,0.30072,4
500.46201,67.1,-18.7465,81.68618,-2.21086,0.30072,4
500.56,67.11,-18.75893,81.66411,-2.21265,0.30073,4
500.65302,67.12,-18.76939,81.64203,-2.21199,0.30073,4
500.75101,67.13,-18.78222,81.61996,-2.21006,0.30074,4
500.85599,67.14,-18.79184,81.59789,-2.20854,0.30074,4
500.953,67.15,-18.80228,81.57582,-2.20827,0.30075,4
501.06299,67.16,-18.81308,81.55374,-2.21227,0.30075,4
501.14801,67.17,-18.82357,81.53167,-2.22329,0.30076,4
501.24799,67.18,-18.8352,81.5096,-2.24606,0.30076,4
501.35199,67.19,-18.84603,81.48752,-2.2818,0.30077,4
501.45999,67.2,-18.85764,81.46545,-2.31971,0.30078,4
501.55499,67.21,-18.87009,81.44242,-2.35081,0.30078,4
501.659,67.22,-18.88013,81.41171,-2.36922,0.30079,4
501.759,67.23,-18.89017,81.39731,-2.3719,0.30079,4
501.85699,67.24,-18.90023,81.36756,-2.3603,0.3008,4
501.94501,67.25,-18.91191,81.34453,-2.33954,0.3008,4
502.048,67.26,-18.92475,81.3215,-2.31312,0.30081,4
502.151,67.27,-18.93599,81.29942,-2.2843,0.30081,4
502.24899,67.28,-18.94365,81.27639,-2.26153,0.30082,4
502.35001,67.29,-18.96049,81.25336,-2.24555,0.30082,4
502.448,67.3,-18.96656,81.23225,-2.23506,0.30083,4
502.552,67.31,-18.97621,81.20921,-2.23119,0.30083,4
502.64999,67.32,-18.98907,81.18714,-2.23416,0.30083,4
502.746,67.33,-18.99914,81.16507,-2.24354,0.30084,4
502.83801,67.34,-19.01043,81.14299,-2.2564,0.30084,4
502.94199,67.35,-19.02487,81.11996,-2.26778,0.30085,4
503.04401,67.36,-19.03453,81.09693,-2.27142,0.30085,4
503.15201,67.37,-19.04577,81.0739,-2.26457,0.30086,4
503.246,67.38,-19.05865,81.05086,-2.25057,0.30086,4
503.34201,67.39,-19.06833,81.02879,-2.23788,0.30087,4
503.439,67.4,-19.07921,81.00672,-2.23468,0.30087,4
503.547,67.41,-19.09245,80.9856,-2.24368,0.30088,4
503.642,67.42,-19.10175,80.96257,-2.26126,0.30088,4
503.73801,67.43,-19.11264,80.93954,-2.28031,0.30089,4
503.84201,67.44,-19.12589,80.91651,-2.2953,0.30089,4
503.94501,67.45,-19.13716,80.89347,-2.30511,0.3009,4
504.04099,67.46,-19.14845,80.87044,-2.31105,0.3009,4
504.14499,67.47,-19.15892,80.84741,-2.31556,0.3009,4
504.242,67.48,-19.17061,80.82342,-2.32107,0.30091,4
504.33899,67.49,-19.1827,80.80134,-2.32736,0.30091,4
504.43701,67.5,-19.1924,80.77831,-2.3316,0.30092,4
504.54099,67.51,-19.20487,80.75336,-2.33152,0.30092,4
504.638,67.52,-19.21776,80.73033,-2.32802,0.30093,4
504.73401,67.53,-19.22746,80.70729,-2.3241,0.30093,4
504.82599,67.54,-19.24037,80.68522,-2.32175,0.30093,4
504.94199,67.55,-19.25162,80.66123,-2.31942,0.30094,4
505.04999,67.56,-19.26289,80.63724,-2.31505,0.30094,4
505.13901,67.57,-19.27581,80.6142,-2.31123,0.30095,4
505.241,67.58,-19.28711,80.59213,-2.3142,0.30095,4
505.34299,67.59,-19.2964,80.5691,-2.32873,0.30095,4
505.44101,67.6,-19.30891,80.54607,-2.35286,0.30096,4
505.53201,67.61,-19.31944,80.52207,-2.37854,0.30096,4
505.634,67.62,-19.33352,80.49808,-2.39744,0.30097,4
505.73499,67.63,-19.34403,80.47313,-2.40618,0.30097,4
505.83899,67.64,-19.35453,80.44914,-2.40828,0.30097,4
505.94601,67.65,-19.36582,80.42514,-2.41032,0.30098,4
506.03699,67.66,-19.37556,80.40211,-2.41704,0.30098,4
506.13501,67.67,-19.38887,80.37716,-2.42756,0.30099,4
506.242,67.68,-19.40016,80.35317,-2.43546,0.30099,4
506.33701,67.69,-19.41309,80.32821,-2.43403,0.30099,4
506.43701,67.7,-19.4244,80.30326,-2.42096,0.301,4
506.52899,67.71,-19.43773,80.27927,-2.39965,0.301,4
506.63199,67.72,-19.44665,80.25528,-2.37699,0.301,4
506.737,67.73,-19.45996,80.23225,-2.35922,0.30101,4
506.82999,67.74,-19.4693,80.20921,-2.34823,0.30101,4
506.935,67.75,-19.48261,80.18522,-2.34453,0.30102,4
507.039,67.76,-19.49353,80.16123,-2.35038,0.30102,4
507.134,67.77,-19.50407,80.13916,-2.36745,0.30102,4
507.224,67.78,-19.51542,80.11612,-2.39391,0.30103,4
507.33099,67.79,-19.52793,80.09117,-2.42348,0.30103,4
507.42999,67.8,-19.53967,80.06622,-2.44863,0.30103,4
507.52701,67.81,-19.55101,80.04127,-2.46674,0.30104,4
507.633,67.82,-19.56313,80.01727,-2.48186,0.30104,4
507.733,67.83,-19.57407,79.99232,-2.4993,0.30104,4
507.83499,67.84,-19.58899,79.96737,-2.52303,0.30105,4
507.93301,67.85,-19.60233,79.94146,-2.5534,0.30105,4
508.03201,67.86,-19.60969,79.91747,-2.58491,0.30105,4
508.13,67.87,-19.62144,79.89059,-2.60958,0.30106,4
508.22101,67.88,-19.63759,79.86276,-2.62146,0.30106,4
508.33899,67.89,-19.64451,79.83685,-2.61997,0.30106,4
508.41599,67.9,-19.65711,79.81094,-2.61047,0.30107,4
508.54099,67.91,-19.66881,79.78503,-2.60072,0.30107,4
508.62601,67.92,-19.68019,79.75912,-2.59394,0.30107,4
508.73099,67.93,-19.69193,79.73321,-2.58833,0.30107,4
508.832,67.94,-19.70647,79.70729,-2.58042,0.30108,4
508.92001,67.95,-19.71905,79.68138,-2.56656,0.30108,4
509.026,67.96,-19.73,79.65547,-2.54642,0.30108,4
509.129,67.97,-19.74096,79.62956,-2.52393,0.30109,4
509.23001,67.98,-19.75431,79.60557,-2.50435,0.30109,4
509.32999,67.99,-19.76528,79.58061,-2.49155,0.30109,4
509.431,68,-19.77625,79.55566,-2.48716,0.3011,4
509.52701,68.01,-19.78762,79.53071,-2.48928,0.3011,4
509.62399,68.02,-19.8002,79.50672,-2.49442,0.3011,4
509.72101,68.03,-19.81436,79.48081,-2.50046,0.3011,4
509.82001,68.04,-19.82335,79.45586,-2.50697,0.30111,4
509.92401,68.05,-19.8379,79.4309,-2.51545,0.30111,4
510.021,68.06,-19.84968,79.40595,-2.52834,0.30111,4
510.125,68.07,-19.86185,79.381,-2.54644,0.30111,4
510.23099,68.08,-19.87362,79.35509,-2.568,0.30112,4
510.32501,68.09,-19.88661,79.32918,-2.59117,0.30112,4
